Category,Sheet,MedicationName,Question,CorrectAnswer,Option_1,Option_2,Option_3,Option_4,Option_5
Comprimés,Comprimés,Raviva,"Le médicament ""Raviva"", composé de ""Méloxicam"", est indiqué pour?",Pour soulager la douleur et l'inflammation,Gorge (Compliment Alimentaire),Pour soulager la douleur et l'inflammation,"Douleurs légères, fièvre, ou prévention des caillots sanguins (sur avis médical uniquement) (éviter chez les enfants et en cas de grippe).",Pour baisser la tension artérielle et réduire le cholestérol,Brûlures d’estomac chroniques (sur avis médical).
Comprimés,Comprimés,Zenoxia,"Le médicament ""Zenoxia"", composé de ""Méloxicam"", est indiqué pour?",Pour soulager la douleur et l'inflammation,Pour soulager la douleur et l'inflammation,Pour traiter les vertiges,Anemie,"Acné de sévérité moyenne, particulièrement indiqué dans l’acné rétentionnelle.",Pour stimuler la circulation locale
Comprimés,Comprimés,Primalan,"Le médicament ""Primalan"", composé de ""Méquitazine"", est indiqué pour?",Pour soulager les symptômes d'allergies,Pour soulager les symptômes d'allergies,Pour décongestionner le nez,"Pour soulager la douleur, la fièvre et les spasmes musculaires",Pour traiter les rhinites allergiques,Douleurs musculaires et articulaires | Confort digestif | Équilibre nerveux
Comprimés,Comprimés,Pentasa,"Le médicament ""Pentasa"", composé de ""Mésalazine"", est indiqué pour?",Pour traiter les inflammations intestinales,Brûlures d’estomac chroniques (sur avis médical).,Crème reparatrice antiseptique,Pour traiter les inflammations intestinales,Pour réduire le cholestérol dans le sang,Pour soulager les brûlures d'estomac et l'indigestion
Comprimés,Comprimés,Salcrozine Faes,"Le médicament ""Salcrozine Faes"", composé de ""Mésalazine"", est indiqué pour?",Pour traiter les inflammations intestinales,Prévention des caillots sanguins.,Massage musculaire et articulaire,Pour traiter les inflammations intestinales,Pour améliorer la circulation sanguine,Gorge (anti-inflammatoire)
Comprimés,Comprimés,Baralgin M,"Le médicament ""Baralgin M"", composé de ""Métamizole sodique"", est indiqué pour?",Pour soulager la douleur et la fièvre,"Pour soulager les symptômes d'allergies (nez qui coule, démangeaisons)",Amélioration de la lubrification des articulations et soulagement des douleurs arthritiques.,"Pour traiter la rhinite allergique (nez qui coule, éternuements)",Pour soulager le rhume,Pour soulager la douleur et la fièvre
Comprimés,Comprimés,Acol,"Le médicament ""Acol"", composé de ""Metformine"", est indiqué pour?",Pour contrôler le taux de sucre dans le sang,Pour aider à déclencher l'ovulation,Amélioration de la lubrification des articulations et soulagement des douleurs arthritiques.,Inconfort gastrique léger.,Pour contrôler le taux de sucre dans le sang,Régulation hormonale (syndrome des ovaires polykystiques) ou fertilité.
Comprimés,Comprimés,Ado,"Le médicament ""Ado"", composé de ""Metformine"", est indiqué pour?",Pour contrôler le taux de sucre dans le sang,Traitement des carences en vitamine B12.,Pour contrôler le taux de sucre dans le sang,Pour traiter certaines maladies du sang,Favorise l'élimination des gaz et facilite le transit intestinal,"Intestins (diarrhée, SIBO)"
Comprimés,Comprimés,Diaformine,"Le médicament ""Diaformine"", composé de ""Metformine"", est indiqué pour?",Pour contrôler le taux de sucre dans le sang,Pour soulager la douleur,Pour aider à réduire les saignements,Dermatomycoses (infections fongiques de la peau),Pour contrôler le taux de sucre dans le sang,Constipation
Comprimés,Comprimés,Glycan Retard,"Le médicament ""Glycan Retard"", composé de ""Metformine chlorhydrate"", est indiqué pour?",Pour contrôler le taux de sucre dans le sang,"Irritations de la peau, Erythème fessier de l'enfant dès la naissance.",Adoucie et protège l'épiderme contre les agressions extérieures et renforce la barrière cutanée. Restaure la peau en lui donne les soins supplémentaires dont elle a besoin.,Pour prévenir la formation de caillots,Pour contrôler le taux de sucre dans le sang,"Rhume (fièvre, écoulement nasal, fatigue)."
Comprimés,Comprimés,Glycan,"Le médicament ""Glycan"", composé de ""Metformine chlorhydrate"", est indiqué pour?",Pour contrôler le taux de sucre dans le sang,"Ballonnements, gaz intestinaux.",Spasmes digestifs ou gynécologiques,"Large spectre, infections respiratoires",Pour éradiquer Helicobacter pylori lors d'infections gastriques,Pour contrôler le taux de sucre dans le sang
Comprimés,Comprimés,Ipradia,"Le médicament ""Ipradia"", composé de ""Metformine chlorhydrate"", est indiqué pour?",Pour contrôler le taux de sucre dans le sang,Pour contrôler le taux de sucre dans le sang,Pour réguler le cycle menstruel ou traiter un déficit en progestérone,Pour traiter certaines maladies auto-immunes,Pour traiter les symptômes d'une vessie hyperactive,Réduction de l'acidité gastrique pour soulager les brûlures d'estomac et les ulcères.
Comprimés,Comprimés,Aldopa,"Le médicament ""Aldopa"", composé de ""Methyldopa"", est indiqué pour?",Pour baisser la tension artérielle,"Antifongique, antibacterien",Pour baisser la tension artérielle,Pour faciliter le transit intestinal,Pour réduire l'activité du système immunitaire dans certaines maladies,Diarrhée aiguë (réduit la sécrétion intestinale).
Comprimés,Comprimés,Cloprame,"Le médicament ""Cloprame"", composé de ""Métoclopramide"", est indiqué pour?",Pour soulager les nausées et faciliter la digestion,Pour soulager les nausées et faciliter la digestion,"Crème cicatrisante pour plaie et brûlures, hemorroides, fissures anales. Erythemes, coup de soleil, en post-radiotherapie, en post-epilation.",Pour prévenir ou traiter la carence en fer et soutenir l'énergie,"Fièvre, douleurs modérées (maux de dents)","Soulagement de la douleur modérée à sévère, sans utiliser d'opioïdes."
Comprimés,Comprimés,Corvasal,"Le médicament ""Corvasal"", composé de ""Molsidomine"", est indiqué pour?",Pour soulager la douleur d'angine,Pour soulager la douleur d'angine,Pour soulager les spasmes,"CRÈME: Effet chauffant | Tonifie, detend, apaise.",Douleurs sévères (crises rhumatismales),"Traite les problèmes vaginaux d'origine bactérienne, Diminue les écoulements et odeurs désagréables, Agit immédiatement contre les démangeaisons et irritations, Optimise la flore vaginale"
Comprimés,Comprimés,Motrinex,"Le médicament ""Motrinex"", composé de ""Montelukast"", est indiqué pour?",Pour aider à contrôler l'asthme et soulager les allergies,Pour aider à contrôler l'asthme et soulager les allergies,"Large spectre, sinus, poumons, peau",Pour traiter les infections fongiques du vagin,Pour soulager les nausées et faciliter la digestion,Pour contrôler le taux de sucre dans le sang (diabète)
Comprimés,Comprimés,Singulair,"Le médicament ""Singulair"", composé de ""Montelukast"", est indiqué pour?",Pour aider à contrôler l'asthme et les allergies,"Dermocorticoïde d’activité forte (Eczéma, psoriasis, démangeaisons, piqûres d’insectes, lupus…)","Douleurs et inflammations (lombalgie, traumatismes)",Pour traiter les symptômes d'une vessie hyperactive,Gorge,Pour aider à contrôler l'asthme et les allergies
Comprimés,Comprimés,Mycophenolate mofetil normon,"Le médicament ""Mycophenolate mofetil normon"", composé de ""Mycophénolate mofétil"", est indiqué pour?",Pour prévenir le rejet d'organe (immunosuppresseur),Réhydratation (diarrhée/vomissements sévères).,Anemie,Massage musculaire et articulaire,Diarrhée aiguë (adultes et enfants).,Pour prévenir le rejet d'organe (immunosuppresseur)
Comprimés,Comprimés,Algixene,"Le médicament ""Algixene"", composé de ""Naproxène"", est indiqué pour?",Pour soulager la douleur et l'inflammation des articulations,"Crème pour la cicatrisation des plaies, les brûlures, les blessures superficielles et les piqûres d'insectes.",Peau,Pour soulager la douleur et l'inflammation des articulations,"Fièvre, douleurs courantes (grippe, douleurs musculaires)","Acné vulgaire en présence de comédons, papules et pustules."
Comprimés,Comprimés,Nebilet,"Le médicament ""Nebilet"", composé de ""Nebivolol"", est indiqué pour?",Pour baisser la tension artérielle et protéger le cœur,Pour baisser la tension artérielle et protéger le cœur,"Troubles légers du sommeil, irritabilité, nervosité.",Pour réduire la diarrhée,Pour réguler le cycle menstruel,Favorise l'élimination des gaz et facilite le transit intestinal
Comprimés,Comprimés,Apazide,"Le médicament ""Apazide"", composé de ""Nifuroxazide"", est indiqué pour?",Pour traiter la diarrhée,Douleurs intenses (post-opératoires),Pour traiter la diarrhée,"Infections fongiques de la peau et des ongles, qu'elles soient infectées ou non par des bactéries.",Pour soulager la douleur et la fièvre,Pour rincer et hydrater les voies nasales
Comprimés,Comprimés,Enteral,"Le médicament ""Enteral"", composé de ""Nifuroxazide"", est indiqué pour?",Pour traiter la diarrhée,"Inconfort digestif
 (ex. brûlures d’estomac,
 ballonnements, digestion difficile).",Confort articulaire,"Irritations et rougeurs | Après peeling, épilation et laser | Lésions superficielles: gerçures, écorchures, abrasions, éruptions, brûlures du 1° et 2eme degré, coupures superficielles | Lésions profondes : lésions chirurgicales, plaies de décubitus et ulcères",Pour traiter la diarrhée,Paracetamol
Comprimés,Comprimés,Roxid,"Le médicament ""Roxid"", composé de ""Nifuroxazide"", est indiqué pour?",Pour traiter la diarrhée,"Peau, infections staphylococciques",Pour traiter la diarrhée,Pour détendre les muscles et réduire les spasmes,Massage musculaire et articulaire,"Crème pour la cicatrisation des plaies, les brûlures, les blessures superficielles et les piqûres d'insectes."
Comprimés,Comprimés,Alzole,"Le médicament ""Alzole"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures et douleurs d'estomac,Pour traiter les inflammations intestinales,Pour traiter la rhinite allergique,Pour neutraliser l'excès d'acidité de l'estomac,Pour soulager les brûlures et douleurs d'estomac,Piqûres d'orties et d'insectes | Coups de soleil localisés.
Comprimés,Comprimés,Aulcer,"Le médicament ""Aulcer"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux acides,Pour soulager les brûlures d'estomac et les reflux acides,Pour soulager les troubles digestifs et nettoyer l'estomac en cas d'intoxication,Solidité osseuse | Performance musculaire | Rwnforcement immunitaire,"Douleurs et inflammations (articulaires, musculaires)",Multivitamines
Comprimés,Comprimés,Belmazol,"Le médicament ""Belmazol"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux acides,Fort - Nez bouché | Kids - Hygiène nasale,"Douleurs (maux de tête, douleurs dentaires) et fièvre (effet stimulant de la caféine).",Soulagement de l'inflammation et prise en charge de certaines maladies auto-immunes.,Réduction de l'acidité gastrique pour soulager les brûlures d'estomac et les ulcères.,Pour soulager les brûlures d'estomac et les reflux acides
Comprimés,Comprimés,IPP,"Le médicament ""IPP"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,"Irritations et rougeurs | Après peeling, épilation et laser | Lésions superficielles: gerçures, écorchures, abrasions, éruptions, brûlures du 1° et 2eme degré, coupures superficielles | Lésions profondes : lésions chirurgicales, plaies de décubitus et ulcères",Pour soulager les brûlures d'estomac et les reflux,"Soulage et apaise articulations, muscles et tendons.","CRÈME: Effet chauffant | Tonifie, detend, apaise.",Reparatrice (Cicatrices)
Comprimés,Comprimés,Ixor,"Le médicament ""Ixor"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,Toux avec effet sedatif,Pour soulager les troubles digestifs,Pour traiter la goutte,Crème antiseptique,Pour soulager les brûlures d'estomac et les reflux
Comprimés,Comprimés,Kalest,"Le médicament ""Kalest"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,"Hémorroïdes, fissures anales, irritation et démangeaisons.",Digestion (Complément alimentaire),Pour soulager les brûlures d'estomac et les reflux,Pour réduire l'activité du système immunitaire dans certaines maladies,"Douleurs inflammatoires (arthrose, tendinite) (éviter un usage prolongé)."
Comprimés,Comprimés,Mopral,"Le médicament ""Mopral"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,Pour soulager les brûlures d'estomac et les reflux,Maladie de peau (Eczéma de contact | Dermatite atopique | Psoriasis),"Crème apaisante, reparatrice, hydrantante.",Confort articulaire,"Antifongique: Candidoses, Dermatophyties, Intertrigos."
Comprimés,Comprimés,Œdes,"Le médicament ""Œdes"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,Stimule le transit,Pour soulager les irritations de la bouche,Pour soulager les brûlures d'estomac et les reflux,"Dents, infections digestives",Brûlures | Plaies | Ulcères cutanés
Comprimés,Comprimés,Omegen,"Le médicament ""Omegen"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,Pour soulager les brûlures d'estomac et les reflux,Régulateur naturel du transit gastro-intestinal,Pour soulager la douleur d'angine,Pour aider à déclencher l'ovulation,Pour traiter les infections fongiques du vagin
Comprimés,Comprimés,Omepral,"Le médicament ""Omepral"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,"Irritations et rougeurs | Après peeling, épilation et laser | Lésions superficielles: gerçures, écorchures, abrasions, éruptions, brûlures du 1° et 2eme degré, coupures superficielles | Lésions profondes : lésions chirurgicales, plaies de décubitus et ulcères",Pour soulager les brûlures d'estomac et les reflux,Coliques intestinales ou biliaires,Pour traiter les mycoses vaginales,Soins préventifs des mamelons pendant la grossesse et l'allaitement
Comprimés,Comprimés,Omiz,"Le médicament ""Omiz"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,Pour la contraception,"Dermocorticoïde d’activité forte (Eczéma, psoriasis, démangeaisons, piqûres d’insectes, lupus…)",Infections cutanées fongiques (ex. mycoses).,Pour soulager les brûlures d'estomac et les reflux,Pour améliorer la digestion et réduire les ballonnements
Comprimés,Comprimés,Opra,"Le médicament ""Opra"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,Pour prévenir les caillots,Pour soulager les brûlures d'estomac et les reflux,Pour améliorer la circulation cérébrale et la mémoire,Pour réguler le rythme cardiaque,Pour soulager les spasmes musculaires
Comprimés,Comprimés,Ozil Plus,"Le médicament ""Ozil Plus"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,"Pommade antiseptique, appoint des affections de la peau, infectées ou risquant de s'infecter.","Erythèmes secondaires a des traitements radiothérapiques, brulures 1er et 2eme degré et toute autre plaie cutanée non inféctée.",Pour soulager les brûlures d'estomac et les reflux,"Antifongique (Dermatomycoses dues à des dermatophytes du genre Trichophyton | des levures, principalement du genre Candida)",Pour soutenir la santé des articulations
Comprimés,Comprimés,Prazol,"Le médicament ""Prazol"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,"Douleurs et inflammations (articulaires, musculaires)",Pour soulager la douleur modérée à forte,Pour soulager les brûlures d'estomac et les reflux,Solidité osseuse | Performance musculaire | Rwnforcement immunitaire,"Douleurs légères (maux de tête, fièvre)."
Comprimés,Comprimés,Proton,"Le médicament ""Proton"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,Pour soulager la douleur d'angine,Douleurs musculaires et articulaires | Confort digestif | Équilibre nerveux,Pour soulager les brûlures d'estomac et les reflux,Pour aider à prévenir l'anémie et maintenir la santé thyroïdienne,Pour nettoyer l'estomac en cas d'intoxication et troubles digestifs
Comprimés,Comprimés,Zaurac,"Le médicament ""Zaurac"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,Pour soulager les allergies,"Hémorroïdes (démangeaisons, gonflement)",Pour traiter les symptômes de la ménopause,Prévention des caillots sanguins (prescription médicale requise).,Pour soulager les brûlures d'estomac et les reflux
Comprimés,Comprimés,Zolus,"Le médicament ""Zolus"", composé de ""Oméprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,Herpes,Ibuprofène,Pour améliorer l'apport en énergie au cœur,Antiparasitaire,Pour soulager les brûlures d'estomac et les reflux
Comprimés,Comprimés,Spasmomen,"Le médicament ""Spasmomen"", composé de ""Otilonium bromure"", est indiqué pour?",Pour soulager les spasmes digestifs,Pour soutenir la santé des articulations | Arthrose du genou.,Renforcement immunitaire en période hivernale.,Pour soulager les spasmes digestifs,Stimule le transit,"Douleurs (maux de tête, douleurs dentaires) et fièvre (effet stimulant de la caféine)."
Comprimés,Comprimés,Urosta,"Le médicament ""Urosta"", composé de ""Oxybutynine"", est indiqué pour?",Pour traiter les symptômes d'une vessie hyperactive,Pour traiter les symptômes d'une vessie hyperactive,"Articulations, muscles & tendons.",Pour traiter la goutte,"Inconfort digestif (ballonnements, digestion lente).",Infections fongiques de la peau causées par différents types de champignons.
Comprimés,Comprimés,Pantoprazole GT,"Le médicament ""Pantoprazole GT"", composé de ""Pantoprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,"Anti-inflammatoire (Douleurs musculaires et articulaires, entorses, contusions, arthrose.)",Pour un effet décongestionnant,Pour prévenir la formation de caillots,Pour soulager les brûlures d'estomac et les reflux,"Douleurs (maux de tête, douleurs dentaires) et fièvre (effet stimulant de la caféine)."
Comprimés,Comprimés,Razon,"Le médicament ""Razon"", composé de ""Pantoprazole"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,"Antifongique, antibacterien",Pour contrôler la production d'urine (diabète insipide ou énurésie),Pour soulager les brûlures d'estomac et les reflux,"Nausées, vomissements (gastro-entérite)","Équilibre intestinal (diarrhée, gaz)."
Comprimés,Comprimés,Acethio,"Le médicament ""Acethio"", composé de ""Paracetamol | Thiocolchicoside"", est indiqué pour?","Pour soulager la douleur, la fièvre et les spasmes musculaires","Urinaire, poumons",Pour aider à la digestion,"Antalgique, effet apaisant (Crème pour massage)",Pour la contraception,"Pour soulager la douleur, la fièvre et les spasmes musculaires"
Comprimés,Comprimés,Duoxol,"Le médicament ""Duoxol"", composé de ""Paracétamol | Thiocolchicoside"", est indiqué pour?",Pour soulager la douleur et les spasmes musculaires,Antiémetique,"Gorge, poumons, infections génitales",Pour soulager la douleur et les spasmes musculaires,Pour soulager les brûlures et douleurs d'estomac,Diarrhée légère ou irritation intestinale.
Comprimés,Comprimés,Dulastan,"Le médicament ""Dulastan"", composé de ""Paracétamol | Thiocolchicoside"", est indiqué pour?",Pour soulager la douleur et les spasmes musculaires,"Gel anti-douleurs (Articulations douloureuses, courbatures, lumbagos, torticolis.","Baume pectoral, de massage et confort, aux effets apaisants.",Pour traiter l'endométriose et soulager les douleurs,"Symptômes du rhume (ex. congestion nasale, toux, fièvre, courbatures).",Pour soulager la douleur et les spasmes musculaires
Comprimés,Comprimés,Relaxol,"Le médicament ""Relaxol"", composé de ""Paracétamol | Thiocolchicoside"", est indiqué pour?",Pour soulager la douleur et les spasmes musculaires,Pour traiter la démence légère à modérée,Douleurs intenses (post-opératoires),Pour soulager la douleur et les spasmes musculaires,Pour soulager les allergies,Soulagement des douleurs et réduction de l'inflammation (douleurs articulaires/musculaires).
Comprimés,Comprimés,Doltram,"Le médicament ""Doltram"", composé de ""Paracétamol | Tramadol"", est indiqué pour?",Pour soulager la douleur modérée à forte,Traiter plusieurs infections fongiques et cutanées.,Pour soulager la douleur modérée à forte,Pour soulager la douleur et la fièvre,Antidouleur | Antioxydant,Diarrhée aiguë (adultes et enfants).
Comprimés,Comprimés,Irvanion,"Le médicament ""Irvanion"", composé de ""Périndopril arginine"", est indiqué pour?",Pour baisser la tension artérielle,Infections cutanées fongiques (ex. mycoses).,Souplesses musculaire et articulaire.,"Douleurs articulaires, contracture musculaire.",Pour baisser la tension artérielle,Réduction rapide de l'inflammation et traitement des réactions allergiques sévères.
Comprimés,Comprimés,Coveram,"Le médicament ""Coveram"", composé de ""Périndopril arginine | Amlodipine"", est indiqué pour?",Pour baisser la tension artérielle,"Inflammation des muscles et des articulations, douleurs rhumatismales","Erythèmes secondaires a des traitements radiothérapiques, brulures 1er et 2eme degré et toute autre plaie cutanée non inféctée.",Pour baisser la tension artérielle,"Douleurs légères à modérées (maux de tête, courbatures) et fièvre (la caféine peut aider contre la fatigue).","Douleurs inflammatoires (arthrose, tendinite)"
Comprimés,Comprimés,Triplixam,"Le médicament ""Triplixam"", composé de ""Périndopril arginine | Indapamide | Amlodipine"", est indiqué pour?",Pour baisser la tension artérielle,Pour soulager la douleur modérée à forte,Pour traiter ou prévenir l'anémie,Pour baisser la tension artérielle,Constipation (facilite le transit),Pour traiter l'insuffisance cardiaque
Comprimés,Comprimés,Inopril Plus,"Le médicament ""Inopril Plus"", composé de ""Périndopril tert-butylamine | Indapamide"", est indiqué pour?",Pour baisser la tension artérielle,"Urinaire, poumons",Infections fongiques de la peau et des ongles.,Pour baisser la tension artérielle,Traitement des carences en fer et de l'anémie ferriprive.,Réduction rapide de l'inflammation et traitement des réactions allergiques sévères.
Comprimés,Comprimés,Colispasm,"Le médicament ""Colispasm"", composé de ""Phloroglucinol"", est indiqué pour?",Pour soulager les crampes et spasmes digestifs,Mycoses de la peau (Affections cutanées dues a des champignons.),Toux avec effet sedatif,"Rhume (fièvre, écoulement nasal, fatigue).",Pour soulager les crampes et spasmes digestifs,Pour dégager les voies respiratoires
Comprimés,Comprimés,Megasfon,"Le médicament ""Megasfon"", composé de ""Phloroglucinol"", est indiqué pour?",Pour soulager les spasmes digestifs,Pour désinfecter la zone vaginale et prévenir les infections,Pour ralentir le rythme cardiaque,"Symptômes du rhume (fièvre, écoulement nasal, fatigue).","Traitement d'infections bactériennes, notamment la syphilis.",Pour soulager les spasmes digestifs
Comprimés,Comprimés,Musfon,"Le médicament ""Musfon"", composé de ""Phloroglucinol"", est indiqué pour?",Pour soulager les spasmes digestifs,Pour nettoyer l'estomac en cas d'intoxication,Pour un effet décongestionnant,Constipation occasionnelle (soulagement rapide),Pour soulager les spasmes digestifs,Traitement des carences en vitamine B12.
Comprimés,Comprimés,Neofortan,"Le médicament ""Neofortan"", composé de ""Phloroglucinol"", est indiqué pour?",Pour soulager les spasmes digestifs,Pour prévenir la formation de caillots,Pour soulager la douleur modérée à forte,Pour traiter la démence légère à modérée,Pour soulager les spasmes digestifs,Gel oral pour anesthesie de contact.
Comprimés,Comprimés,Nealgyl,"Le médicament ""Nealgyl"", composé de ""Phloroglucinol"", est indiqué pour?",Pour soulager les spasmes digestifs,Favorise l'élimination des gaz et facilite le transit intestinal,Réhydratation (diarrhée/vomissements sévères).,Pour soulager les spasmes digestifs,"Digestif, gynécologique, dents",Cooling gel (rafraichit et doncontracte) | Warm-up gel (decontracte et detend)
Comprimés,Comprimés,Spasfon,"Le médicament ""Spasfon"", composé de ""Phloroglucinol | Trimethylphloroglucinol"", est indiqué pour?",Pour soulager les spasmes digestifs,Pour traiter les symptômes d'une vessie hyperactive,Pour soulager les spasmes digestifs,"Inflammation des muscles et des articulations, douleurs rhumatismales",Gel chauffant et refroidissant. Muscle-articulation.,"Articulations, muscles & tendons."
Comprimés,Comprimés,Dispainol,"Le médicament ""Dispainol"", composé de ""Phloroglucinol dihydrate"", est indiqué pour?",Pour soulager les spasmes digestifs,Pour soulager les spasmes digestifs,Pour prévenir les caillots sanguins,Pour réduire la diarrhée,Pour aider à réduire l'inflammation,"Herpès génital, poussées récurrentes."
Comprimés,Comprimés,Feldene,"Le médicament ""Feldene"", composé de ""Piroxicam"", est indiqué pour?",Pour soulager la douleur et l'inflammation,"Infections respiratoires, ORL, pulmonaires et dentaires.",Pour soulager la douleur et l'inflammation,Pour traiter une hypothyroïdie (thyroïde sous-active),"Antifongique (Dermatomycoses dues à des dermatophytes du genre Trichophyton | des levures, principalement du genre Candida)","Soulage le système gastro-intestinal en cas de Flatulences, Ballonnements, Inconfort."
Comprimés,Comprimés,Oxiden,"Le médicament ""Oxiden"", composé de ""Piroxicam"", est indiqué pour?",Pour soulager la douleur et l'inflammation,Pour réduire l'inflammation,"Douleurs et inflammations (arthrite, migraines)",Pour soulager la douleur et l'inflammation,Fer (multivitamines),Pour contrôler le taux de sucre dans le sang
Comprimés,Comprimés,Pirocam Sothema,"Le médicament ""Pirocam Sothema"", composé de ""Piroxicam"", est indiqué pour?",Pour soulager la douleur et l'inflammation,"Douleurs légères (maux de tête, fièvre).",Constipation chronique.,Pour traiter une hypothyroïdie (thyroïde sous-active),Réduction de l'acidité gastrique pour soulager les brûlures d'estomac et les ulcères.,Pour soulager la douleur et l'inflammation
Comprimés,Comprimés,Rémox,"Le médicament ""Rémox"", composé de ""Piroxicam"", est indiqué pour?",Pour soulager la douleur et l'inflammation,Pour soulager la douleur et l'inflammation,Pour traiter les infections à herpès,Soulagement des nausées et amélioration de la digestion.,"Mycoses de la peau et des ongles, pied d’athlète, teigne, infections fongiques.",Douleurs chroniques (arthrose)
Comprimés,Comprimés,Riacen,"Le médicament ""Riacen"", composé de ""Piroxicam"", est indiqué pour?",Pour soulager la douleur et l'inflammation,Amélioration de la lubrification des articulations et soulagement des douleurs arthritiques.,"Douleurs et inflammations (lombalgie, traumatismes)",Diarrhée aiguë (réduit la sécrétion intestinale).,Pour aider à la digestion,Pour soulager la douleur et l'inflammation
Comprimés,Comprimés,Roxam,"Le médicament ""Roxam"", composé de ""Piroxicam"", est indiqué pour?",Pour soulager la douleur et l'inflammation,Douleurs articulaires (arthrose).,Pour soulager la douleur et l'inflammation,Pour traiter les infections bactériennes,Compliment allimentaire haute gamme,Pour baisser la tension artérielle et réduire le cholestérol
Comprimés,Comprimés,Brexin,"Le médicament ""Brexin"", composé de ""Piroxicam-Beta-cyclodextrine"", est indiqué pour?",Pour soulager la douleur et l'inflammation,Paracetamol,Pour soulager la douleur et l'inflammation,Douleurs et fièvre (usage courant).,Douleurs intenses (post-opératoires),Pour traiter l'endométriose et soulager les douleurs
Comprimés,Comprimés,Batens,"Le médicament ""Batens"", composé de ""Prasugrel"", est indiqué pour?",Pour prévenir les caillots et protéger le cœur,Pour prévenir les caillots et protéger le cœur,Pour traiter certains cancers du sein,Gel chauffant et refroidissant. Muscle-articulation.,Pour soulager la douleur et la fièvre,Pour soulager les troubles digestifs
Comprimés,Comprimés,Pravafenix,"Le médicament ""Pravafenix"", composé de ""Pravastatine | Fénofibrate"", est indiqué pour?",Pour réduire le cholestérol et les triglycérides,Pour aider à prévenir l'anémie et maintenir la santé thyroïdienne,Pour soulager les nausées et faciliter la digestion,Pour réduire le cholestérol et les triglycérides,Pour soutenir le métabolisme du glucose et le système nerveux,"Antibiotique, affections cutanées à germes sensibles."
Comprimés,Comprimés,Anapred,"Le médicament ""Anapred"", composé de ""Prednisolone"", est indiqué pour?",Pour réduire l'inflammation et calmer les allergies,Hydratant vaginal,Crème cicatrisante,"Douleurs et inflammations (arthrite, migraines)",Pour réduire l'inflammation et calmer les allergies,"Antalgique, effet apaisant (Crème pour massage)"
Comprimés,Comprimés,Cotipred,"Le médicament ""Cotipred"", composé de ""Prednisolone"", est indiqué pour?",Pour réduire l'inflammation,Pour réduire l'acide urique et traiter la goutte,Pour réduire l'inflammation,Rougeurs ou irritations de la peau sensible chez les bébés.,Pour baisser la tension artérielle et réduire le cholestérol,Antiacide
Comprimés,Comprimés,Effipred,"Le médicament ""Effipred"", composé de ""Prednisolone"", est indiqué pour?",Pour réduire l'inflammation,Stimule le transit et les sécrétions intestinales | Améliore la fonction digestive.,Rougeurs ou irritations de la peau sensible chez les bébés.,Pour réduire l'inflammation,"Symptômes grippaux (fièvre, congestion, douleurs).",Pour traiter la carence en fer et prévenir l'anémie
Comprimés,Comprimés,Isolone,"Le médicament ""Isolone"", composé de ""Prednisolone"", est indiqué pour?",Pour réduire l'inflammation,"Ballonnements, gaz intestinaux.",Fer + vitamines,Pour réduire l'inflammation,Pour soulager les spasmes,Douleurs articulaires ou musculaires inflammatoires
Comprimés,Comprimés,kopred,"Le médicament ""kopred"", composé de ""Prednisolone"", est indiqué pour?",Pour réduire l'inflammation,Pour réduire l'inflammation,"Troubles digestifs (ballonnements, spasmes).",Soulage l'inconfort sur et autour de la region anale.,Pour traiter une prostate agrandie,"Crème pour la cicatrisation des plaies, les brûlures, les blessures superficielles et les piqûres d'insectes."
